weight,age,height,size
66,39.0,170.18,XXXL
70,27.0,165.1,XXXL
53,33.0,165.1,S
68,29.0,162.56,L
51,25.0,162.56,S
52,35.0,167.64,S
63,25.0,165.1,L
65,30.0,172.72,L
72,24.0,175.26,XXXL
58,42.0,172.72,L
63,48.0,175.26,L
83,34.0,160.02,XXXL
65,57.0,162.56,XXXL
52,33.0,160.02,S
56,34.0,167.64,L
72,31.0,170.18,XXXL
79,33.0,170.18,XXXL
58,27.0,175.26,S
54,28.0,160.02,S
63,31.0,167.64,L
68,37.0,170.18,L
70,28.0,165.1,XXXL
61,33.0,160.02,L
56,20.0,157.48,L
56,36.0,154.94,S
56,56.0,167.64,L
54,31.0,170.18,S
54,29.0,165.1,L
54,34.0,162.56,S
74,37.0,172.72,XXXL
90,52.0,170.18,XXXL
65,27.0,172.72,L
73,48.0,172.72,XXXL
65,30.0,167.64,L
77,30.0,182.88,XXXL
75,38.0,182.88,XXXL
54,43.0,170.18,S
58,28.0,172.72,S
52,25.0,154.94,L
68,35.0,162.56,XXXL
53,33.0,172.72,S
50,40.0,160.02,S
81,40.0,162.56,XXXL
53,29.0,157.48,S
61,30.0,170.18,L
45,31.0,162.56,S
63,27.0,175.26,L
68,27.0,177.8,L
54,26.0,162.56,S
68,28.0,170.18,L
68,51.0,157.48,L
58,29.0,172.72,S
60,37.0,167.64,L
58,32.0,172.72,S
59,39.0,167.64,L
58,38.0,157.48,L
61,28.0,167.64,S
58,29.0,172.72,S
56,29.0,162.56,S
54,34.0,170.18,S
72,28.0,167.64,XXXL
56,31.0,170.18,L
62,40.0,170.18,L
52,23.0,160.02,S
52,44.0,160.02,S
65,41.0,167.64,XXXL
54,26.0,165.1,S
77,37.0,170.18,XXXL
63,45.0,157.48,XXXL
54,28.0,165.1,S
58,38.0,167.64,L
56,39.0,167.64,S
72,46.0,160.02,XXXL
63,41.0,154.94,L
77,43.0,154.94,XXXL
58,58.0,165.1,S
72,27.0,162.56,XXXL
48,43.0,165.1,S
58,31.0,162.56,S
61,58.0,165.1,S
72,31.0,165.1,XXXL
68,29.0,162.56,L
53,23.0,157.48,S
65,25.0,167.64,L
56,32.0,165.1,L
54,25.0,160.02,S
68,34.0,160.02,XXXL
61,33.0,177.8,L
47,27.0,157.48,S
56,26.0,172.72,S
68,29.0,170.18,XXXL
72,44.0,165.1,XXXL
70,41.0,172.72,XXXL
54,27.0,175.26,S
68,21.0,177.8,L
56,33.0,162.56,L
58,32.0,167.64,L
95,32.0,160.02,XXXL
64,28.0,170.18,L
77,26.0,175.26,XXXL
56,34.0,157.48,S
122,28.0,162.56,XXXL
50,32.0,154.94,S
61,34.0,142.24,L
57,21.0,167.64,L
65,35.0,165.1,L
54,33.0,162.56,S
81,26.0,165.1,XXXL
65,27.0,172.72,XXXL
49,30.0,167.64,S
83,35.0,172.72,XXXL
81,38.0,165.1,XXXL
58,30.0,170.18,L
54,33.0,157.48,S
63,58.0,177.8,L
74,31.0,167.64,XXXL
72,24.0,172.72,XXXL
104,32.0,157.48,XXXL
54,28.0,165.1,S
70,33.0,165.1,XXXL
63,49.0,165.1,L
68,34.0,170.18,XXXL
74,36.0,175.26,XXXL
56,27.0,162.56,S
66,37.0,165.1,XXXL
86,33.0,165.1,XXXL
74,27.0,162.56,XXXL
54,28.0,162.56,S
80,30.0,157.48,L
61,37.0,165.1,L
76,32.0,170.18,XXXL
63,23.0,175.26,L
74,31.0,165.1,XXXL
58,36.0,172.72,S
86,32.0,162.56,XXXL
54,34.0,162.56,L
72,30.0,172.72,XXXL
65,36.0,157.48,XXXL
54,34.0,167.64,S
84,40.0,177.8,XXXL
56,29.0,172.72,S
54,32.0,154.94,S
61,49.0,170.18,L
50,28.0,160.02,S
47,42.0,162.56,S
74,26.0,172.72,XXXL
79,40.0,177.8,XXXL
50,35.0,160.02,S
61,29.0,160.02,L
68,52.0,154.94,XXXL
50,40.0,157.48,S
97,36.0,165.1,XXXL
59,35.0,162.56,L
52,30.0,167.64,S
81,37.0,152.4,XXXL
62,33.0,172.72,S
63,24.0,175.26,L
53,30.0,160.02,S
70,24.0,162.56,L
90,43.0,157.48,XXXL
63,29.0,172.72,L
52,35.0,165.1,S
63,29.0,160.02,L
72,35.0,167.64,XXXL
58,34.0,160.02,L
68,30.0,170.18,XXXL
45,27.0,157.48,S
71,37.0,160.02,XXXL
54,32.0,154.94,S
61,66.0,160.02,XXXL
63,22.0,162.56,L
61,28.0,172.72,L
68,36.0,165.1,L
89,30.0,170.18,XXXL
68,40.0,172.72,XXXL
65,30.0,170.18,L
68,42.0,160.02,XXXL
61,41.0,162.56,L
58,30.0,162.56,S
61,30.0,162.56,L
74,30.0,167.64,XXXL
54,30.0,172.72,S
70,55.0,160.02,XXXL
61,27.0,177.8,L
56,27.0,172.72,S
52,25.0,157.48,S
48,30.0,152.4,S
74,42.0,167.64,XXXL
70,31.0,165.1,L
52,34.0,157.48,S
70,40.0,162.56,XXXL
113,33.0,175.26,XXXL
77,29.0,172.72,XXXL
83,44.0,175.26,XXXL
63,22.0,172.72,L
58,18.0,162.56,L
52,36.0,162.56,S
52,30.0,160.02,L
81,51.0,160.02,XXXL
56,22.0,162.56,S
49,26.0,170.18,S
68,40.0,175.26,L
52,50.0,162.56,S
56,29.0,172.72,S
74,29.0,170.18,XXXL
58,30.0,162.56,L
54,33.0,162.56,S
58,25.0,170.18,S
54,32.0,157.48,S
54,28.0,157.48,S
70,29.0,175.26,L
74,33.0,180.34,XXXL
58,28.0,165.1,S
61,34.0,172.72,L
74,33.0,170.18,XXXL
52,36.0,157.48,S
72,31.0,162.56,XXXL
54,24.0,170.18,S
54,29.0,160.02,S
61,36.0,165.1,L
52,37.0,154.94,S
65,28.0,162.56,L
74,30.0,167.64,XXXL
74,33.0,162.56,XXXL
47,34.0,162.56,S
54,18.0,162.56,S
50,25.0,165.1,S
70,35.0,167.64,XXXL
81,22.0,190.5,XXXL
68,24.0,180.34,L
65,34.0,172.72,L
61,30.0,172.72,S
61,37.0,167.64,XXXL
64,34.0,162.56,L
56,28.0,165.1,S
72,33.0,160.02,XXXL
99,29.0,162.56,XXXL
61,34.0,165.1,L
54,25.0,162.56,S
58,29.0,167.64,S
56,55.0,165.1,L
65,30.0,170.18,L
49,31.0,160.02,S
72,26.0,167.64,XXXL
79,33.0,170.18,XXXL
54,26.0,154.94,S
61,40.0,170.18,L
58,29.0,154.94,L
56,26.0,170.18,S
55,34.0,167.64,S
79,32.0,167.64,XXXL
61,34.0,160.02,L
48,35.0,157.48,S
70,36.0,177.8,XXXL
58,31.0,167.64,S
63,44.0,165.1,L
54,42.0,160.02,S
54,32.0,177.8,S
68,29.0,175.26,XXXL
78,28.0,160.02,XXXL
70,40.0,175.26,XXXL
58,30.0,165.1,S
56,40.0,154.94,S
65,35.0,170.18,L
57,26.0,175.26,S
90,52.0,177.8,XXXL
58,27.0,170.18,L
63,27.0,167.64,L
54,31.0,152.4,S
65,68.0,165.1,XXXL
62,46.0,160.02,L
74,28.0,170.18,XXXL
65,35.0,170.18,L
65,28.0,162.56,L
97,42.0,167.64,XXXL
68,45.0,157.48,XXXL
69,36.0,165.1,XXXL
51,48.0,160.02,S
77,35.0,180.34,XXXL
56,29.0,160.02,L
86,32.0,160.02,XXXL
68,31.0,175.26,L
70,56.0,162.56,XXXL
49,16.0,170.18,S
56,32.0,165.1,S
72,39.0,172.72,XXXL
56,32.0,160.02,S
63,33.0,165.1,L
61,57.0,165.1,L
78,33.0,170.18,XXXL
72,24.0,165.1,XXXL
61,36.0,162.56,L
81,23.0,180.34,XXXL
61,70.0,165.1,XXXL
68,34.0,160.02,XXXL
58,30.0,162.56,S
56,38.0,167.64,L
50,27.0,170.18,S
72,36.0,165.1,XXXL
83,27.0,170.18,XXXL
65,33.0,162.56,L
58,29.0,172.72,S
70,37.0,167.64,XXXL
63,48.0,175.26,L
95,24.0,175.26,XXXL
56,31.0,160.02,L
53,27.0,170.18,S
45,36.0,157.48,S
55,42.0,170.18,S
61,28.0,172.72,L
74,55.0,180.34,XXXL
52,35.0,157.48,S
65,35.0,177.8,L
79,27.0,157.48,XXXL
63,32.0,170.18,L
56,33.0,167.64,S
67,38.0,165.1,L
50,30.0,152.4,S
53,30.0,160.02,S
49,33.0,157.48,L
72,38.0,162.56,XXXL
72,40.0,160.02,XXXL
58,30.0,160.02,S
61,32.0,167.64,L
60,33.0,172.72,S
82,25.0,165.1,XXXL
86,28.0,172.72,XXXL
49,45.0,160.02,S
65,32.0,170.18,L
51,32.0,154.94,S
55,26.0,170.18,S
58,31.0,154.94,L
52,20.0,165.1,S
74,32.0,175.26,XXXL
68,32.0,162.56,XXXL
58,34.0,175.26,S
58,31.0,160.02,S
57,28.0,167.64,S
54,34.0,160.02,S
49,35.0,160.02,S
49,24.0,167.64,S
58,31.0,157.48,L
68,31.0,154.94,XXXL
71,40.0,160.02,XXXL
56,53.0,170.18,S
65,38.0,160.02,XXXL
49,32.0,160.02,S
52,28.0,162.56,S
53,28.0,172.72,S
45,32.0,152.4,S
69,44.0,170.18,XXXL
47,33.0,152.4,S
65,43.0,180.34,L
81,32.0,167.64,XXXL
58,34.0,170.18,XXXL
79,28.0,170.18,XXXL
57,34.0,157.48,L
76,27.0,162.56,XXXL
56,37.0,162.56,L
58,56.0,167.64,L
49,24.0,167.64,S
58,53.0,157.48,L
63,28.0,177.8,L
52,29.0,162.56,S
77,31.0,160.02,XXXL
74,30.0,172.72,XXXL
64,40.0,162.56,XXXL
69,32.0,177.8,L
68,25.0,170.18,L
49,24.0,167.64,S
65,33.0,170.18,L
61,38.0,170.18,L
45,34.0,152.4,S
61,35.0,177.8,S
58,38.0,172.72,S
56,32.0,152.4,L
72,37.0,177.8,XXXL
52,28.0,160.02,S
81,33.0,170.18,XXXL
72,31.0,157.48,XXXL
54,28.0,162.56,S
49,52.0,160.02,S
63,33.0,170.18,L
77,46.0,170.18,XXXL
53,34.0,160.02,S
50,31.0,154.94,XXXL
54,30.0,165.1,S
79,35.0,172.72,XXXL
77,30.0,167.64,XXXL
58,33.0,167.64,S
68,35.0,172.72,L
81,29.0,160.02,XXXL
55,26.0,170.18,S
68,49.0,167.64,XXXL
63,29.0,157.48,L
56,31.0,162.56,L
81,34.0,175.26,XXXL
74,34.0,177.8,XXXL
52,28.0,160.02,S
58,21.0,165.1,S
52,39.0,162.56,S
77,30.0,165.1,XXXL
54,31.0,165.1,S
84,50.0,160.02,XXXL
58,34.0,154.94,L
74,27.0,162.56,XXXL
58,31.0,175.26,L
52,38.0,162.56,S
56,39.0,162.56,S
63,31.0,170.18,L
54,36.0,165.1,S
56,32.0,165.1,S
63,30.0,170.18,L
61,30.0,175.26,S
63,29.0,165.1,L
71,24.0,152.4,XXXL
55,40.0,160.02,S
66,34.0,165.1,XXXL
63,37.0,162.56,L
54,33.0,160.02,S
68,34.0,165.1,XXXL
67,36.0,172.72,L
81,36.0,162.56,XXXL
56,30.0,170.18,S
56,45.0,162.56,L
53,35.0,157.48,S
72,31.0,170.18,XXXL
48,53.0,160.02,S
60,33.0,167.64,S
52,28.0,167.64,S
86,29.0,165.1,XXXL
61,26.0,165.1,L
52,25.0,162.56,S
61,25.0,165.1,L
68,29.0,165.1,XXXL
78,46.0,172.72,XXXL
77,43.0,170.18,XXXL
61,22.0,172.72,S
54,32.0,162.56,S
67,37.0,157.48,XXXL
57,33.0,172.72,L
51,31.0,157.48,S
58,32.0,167.64,S
54,30.0,167.64,S
61,36.0,167.64,XXXL
72,29.0,162.56,XXXL
48,34.0,162.56,S
54,37.0,162.56,S
56,28.0,165.1,S
58,29.0,165.1,L
61,25.0,170.18,L
68,32.0,170.18,L
56,25.0,160.02,S
54,26.0,170.18,S
61,37.0,160.02,L
56,48.0,165.1,S
71,48.0,170.18,XXXL
49,45.0,167.64,S
71,28.0,162.56,XXXL
79,19.0,170.18,XXXL
61,37.0,157.48,S
63,36.0,167.64,L
56,33.0,170.18,S
70,32.0,154.94,XXXL
58,26.0,167.64,S
65,31.0,170.18,L
52,25.0,157.48,S
58,41.0,165.1,S
80,39.0,149.86,XXXL
56,39.0,170.18,S
56,25.0,165.1,L
74,46.0,167.64,XXXL
86,20.0,162.56,XXXL
57,32.0,167.64,S
53,35.0,160.02,S
70,40.0,177.8,XXXL
56,37.0,157.48,S
51,20.0,149.86,S
54,44.0,175.26,S
56,30.0,162.56,S
59,30.0,175.26,S
71,42.0,162.56,XXXL
58,26.0,165.1,S
54,42.0,167.64,S
52,29.0,160.02,S
53,31.0,170.18,S
54,33.0,157.48,S
61,31.0,162.56,L
58,38.0,167.64,S
72,40.0,175.26,XXXL
49,37.0,152.4,S
63,41.0,165.1,L
78,46.0,160.02,XXXL
87,29.0,170.18,XXXL
52,32.0,172.72,S
49,32.0,160.02,S
68,58.0,165.1,XXXL
63,29.0,180.34,L
52,32.0,165.1,S
58,31.0,170.18,L
55,26.0,170.18,S
86,36.0,162.56,XXXL
86,31.0,170.18,XXXL
54,26.0,157.48,S
78,30.0,172.72,XXXL
52,37.0,160.02,S
87,34.0,175.26,XXXL
74,36.0,175.26,XXXL
66,34.0,160.02,XXXL
61,40.0,180.34,L
61,31.0,172.72,L
72,32.0,165.1,XXXL
50,34.0,157.48,S
70,29.0,152.4,XXXL
58,29.0,154.94,L
83,35.0,172.72,XXXL
53,33.0,160.02,L
72,46.0,167.64,XXXL
54,27.0,162.56,S
52,33.0,157.48,S
83,31.0,160.02,XXXL
86,22.0,180.34,XXXL
77,38.0,180.34,XXXL
63,35.0,167.64,XXXL
53,32.0,170.18,S
68,29.0,175.26,L
53,27.0,160.02,S
53,28.0,165.1,S
52,26.0,162.56,S
65,31.0,177.8,L
72,30.0,175.26,XXXL
70,43.0,162.56,XXXL
68,29.0,165.1,XXXL
61,28.0,154.94,L
81,29.0,177.8,XXXL
63,25.0,172.72,L
56,32.0,172.72,S
70,34.0,177.8,L
63,31.0,162.56,L
58,36.0,157.48,XXXL
55,28.0,167.64,S
72,58.0,170.18,XXXL
77,48.0,162.56,XXXL
54,44.0,157.48,S
83,38.0,180.34,XXXL
58,30.0,160.02,S
77,37.0,177.8,XXXL
62,52.0,170.18,L
49,28.0,154.94,S
56,31.0,170.18,S
52,31.0,157.48,S
49,24.0,160.02,S
86,32.0,162.56,XXXL
104,35.0,172.72,XXXL
68,51.0,170.18,XXXL
56,42.0,162.56,L
54,40.0,162.56,S
59,38.0,172.72,L
74,31.0,175.26,XXXL
55,32.0,167.64,S
52,29.0,160.02,S
54,30.0,170.18,S
77,33.0,185.42,XXXL
63,55.0,170.18,XXXL
53,40.0,154.94,S
49,37.0,157.48,S
58,27.0,160.02,L
68,36.0,160.02,L
61,28.0,162.56,L
65,33.0,160.02,XXXL
77,31.0,172.72,XXXL
56,39.0,157.48,S
58,39.0,177.8,L
52,31.0,160.02,S
63,43.0,170.18,XXXL
74,29.0,162.56,XXXL
77,30.0,162.56,XXXL
64,56.0,162.56,XXXL
70,33.0,170.18,XXXL
68,32.0,162.56,XXXL
54,26.0,154.94,S
57,37.0,172.72,S
45,54.0,154.94,S
74,40.0,175.26,XXXL
70,37.0,162.56,XXXL
86,25.0,162.56,XXXL
55,47.0,157.48,L
56,32.0,162.56,S
56,22.0,165.1,S
58,41.0,170.18,S
72,39.0,172.72,XXXL
61,46.0,160.02,S
45,30.0,162.56,S
52,30.0,165.1,S
68,35.0,170.18,XXXL
91,37.0,170.18,XXXL
68,34.0,165.1,L
54,32.0,160.02,S
63,25.0,160.02,L
49,29.0,152.4,S
58,25.0,160.02,S
86,34.0,177.8,XXXL
90,32.0,162.56,XXXL
53,41.0,167.64,S
74,55.0,180.34,XXXL
65,36.0,165.1,L
68,27.0,180.34,XXXL
79,42.0,162.56,XXXL
50,38.0,170.18,S
61,30.0,167.64,L
74,55.0,180.34,XXXL
53,40.0,149.86,S
68,31.0,172.72,L
72,40.0,170.18,XXXL
88,36.0,177.8,XXXL
57,24.0,167.64,S
55,34.0,165.1,S
58,30.0,160.02,L
50,29.0,165.1,S
54,25.0,165.1,S
65,36.0,167.64,XXXL
53,33.0,170.18,S
72,35.0,160.02,XXXL
56,27.0,167.64,L
48,28.0,160.02,S
68,32.0,177.8,L
66,33.0,165.1,XXXL
49,27.0,170.18,S
48,47.0,157.48,S
47,29.0,165.1,S
63,34.0,162.56,L
72,37.0,170.18,XXXL
88,31.0,177.8,XXXL
63,24.0,165.1,L
68,39.0,165.1,XXXL
72,30.0,172.72,XXXL
65,28.0,160.02,L
83,35.0,162.56,XXXL
58,36.0,154.94,L
60,31.0,154.94,S
68,33.0,170.18,XXXL
81,38.0,165.1,XXXL
72,35.0,162.56,L
56,16.0,160.02,S
47,49.0,157.48,S
81,29.0,165.1,XXXL
65,32.0,170.18,L
55,32.0,157.48,S
49,20.0,165.1,S
65,32.0,157.48,XXXL
74,35.0,167.64,XXXL
63,36.0,175.26,L
63,34.0,167.64,S
77,34.0,160.02,XXXL
56,29.0,165.1,S
68,60.0,170.18,XXXL
68,33.0,177.8,XXXL
65,36.0,175.26,L
70,32.0,177.8,XXXL
61,49.0,170.18,L
61,30.0,170.18,S
70,42.0,152.4,XXXL
58,36.0,157.48,L
65,23.0,167.64,L
79,33.0,170.18,XXXL
50,31.0,160.02,S
70,33.0,162.56,XXXL
71,49.0,177.8,XXXL
52,20.0,175.26,S
58,26.0,162.56,S
56,29.0,167.64,S
63,32.0,162.56,XXXL
95,24.0,175.26,XXXL
83,26.0,170.18,XXXL
56,34.0,170.18,S
54,31.0,162.56,L
65,23.0,170.18,L
63,35.0,167.64,L
88,24.0,160.02,XXXL
56,38.0,157.48,L
58,29.0,165.1,L
52,26.0,162.56,S
92,36.0,167.64,XXXL
63,28.0,165.1,L
65,29.0,177.8,L
63,25.0,154.94,XXXL
54,19.0,170.18,S
53,37.0,162.56,S
58,29.0,154.94,L
56,23.0,157.48,S
58,26.0,160.02,L
68,32.0,170.18,L
62,48.0,165.1,L
77,33.0,167.64,XXXL
68,40.0,170.18,XXXL
56,27.0,167.64,S
56,32.0,175.26,S
77,22.0,180.34,XXXL
70,33.0,172.72,XXXL
52,34.0,167.64,S
64,34.0,170.18,L
54,25.0,160.02,S
65,30.0,170.18,L
54,32.0,160.02,S
63,35.0,177.8,L
52,32.0,170.18,S
72,57.0,175.26,XXXL
59,35.0,170.18,L
77,26.0,162.56,XXXL
53,39.0,162.56,S
56,44.0,175.26,S
63,30.0,172.72,L
74,17.0,172.72,XXXL
64,31.0,162.56,XXXL
58,42.0,172.72,L
60,34.0,165.1,L
54,23.0,157.48,S
56,21.0,152.4,S
63,33.0,162.56,L
50,32.0,162.56,S
61,25.0,165.1,L
72,33.0,170.18,L
56,28.0,160.02,S
51,22.0,160.02,S
52,29.0,167.64,S
67,29.0,167.64,XXXL
54,30.0,160.02,S
63,27.0,170.18,S
90,27.0,167.64,XXXL
56,27.0,160.02,S
72,24.0,172.72,XXXL
68,34.0,172.72,XXXL
70,33.0,170.18,XXXL
74,40.0,175.26,XXXL
61,24.0,180.34,L
61,29.0,165.1,L
77,42.0,162.56,XXXL
55,37.0,157.48,S
68,30.0,162.56,L
71,37.0,170.18,L
86,62.0,157.48,XXXL
52,23.0,152.4,S
61,32.0,175.26,L
81,32.0,167.64,XXXL
61,34.0,172.72,S
47,29.0,154.94,S
45,29.0,154.94,S
56,29.0,160.02,S
58,30.0,160.02,L
79,35.0,175.26,XXXL
56,28.0,175.26,S
90,33.0,175.26,XXXL
64,38.0,157.48,L
52,21.0,167.64,S
58,33.0,170.18,L
49,34.0,160.02,S
52,20.0,157.48,S
79,27.0,165.1,XXXL
65,26.0,177.8,L
56,44.0,165.1,S
83,30.0,177.8,XXXL
51,29.0,162.56,S
53,44.0,157.48,S
95,36.0,172.72,XXXL
68,26.0,177.8,L
79,30.0,177.8,XXXL
59,33.0,160.02,L
49,23.0,154.94,S
61,49.0,160.02,XXXL
61,22.0,162.56,L
53,41.0,162.56,S
63,40.0,167.64,L
56,32.0,175.26,S
74,30.0,172.72,XXXL
72,34.0,177.8,L
70,33.0,167.64,XXXL
79,24.0,180.34,XXXL
51,28.0,152.4,S
58,27.0,160.02,S
68,28.0,172.72,XXXL
79,45.0,172.72,XXXL
77,30.0,170.18,XXXL
52,28.0,160.02,S
70,49.0,182.88,XXXL
58,30.0,162.56,S
54,31.0,170.18,S
56,31.0,160.02,L
54,30.0,160.02,S
79,28.0,162.56,XXXL
86,31.0,172.72,XXXL
83,42.0,177.8,XXXL
68,32.0,162.56,XXXL
73,33.0,167.64,XXXL
58,25.0,162.56,S
86,47.0,160.02,XXXL
52,20.0,160.02,S
67,44.0,165.1,XXXL
52,27.0,157.48,S
84,30.0,177.8,XXXL
68,40.0,165.1,XXXL
58,44.0,157.48,XXXL
83,39.0,157.48,XXXL
81,25.0,167.64,XXXL
61,44.0,170.18,L
61,46.0,162.56,L
67,39.0,170.18,L
52,35.0,167.64,S
55,36.0,170.18,L
54,37.0,157.48,S
71,61.0,170.18,XXXL
64,22.0,170.18,XXXL
53,28.0,160.02,S
86,33.0,165.1,XXXL
61,33.0,167.64,L
61,35.0,162.56,L
90,50.0,175.26,XXXL
52,37.0,160.02,S
54,30.0,157.48,S
65,41.0,162.56,L
53,33.0,165.1,S
92,35.0,165.1,XXXL
56,59.0,167.64,S
50,32.0,160.02,S
58,39.0,162.56,S
60,35.0,157.48,L
61,34.0,167.64,S
68,31.0,162.56,L
68,34.0,152.4,XXXL
63,35.0,170.18,XXXL
63,25.0,170.18,L
81,37.0,172.72,XXXL
67,40.0,160.02,XXXL
70,36.0,172.72,L
86,35.0,170.18,XXXL
63,30.0,170.18,L
52,34.0,167.64,S
50,30.0,165.1,S
65,35.0,167.64,L
49,26.0,172.72,S
49,34.0,160.02,S
58,34.0,154.94,L
63,35.0,165.1,L
65,32.0,170.18,XXXL
63,53.0,165.1,L
63,30.0,160.02,L
52,28.0,160.02,S
58,33.0,162.56,L
61,33.0,162.56,L
59,50.0,167.64,L
72,40.0,167.64,XXXL
65,32.0,172.72,L
57,39.0,165.1,S
54,32.0,170.18,S
63,30.0,165.1,L
54,41.0,162.56,S
97,26.0,165.1,XXXL
63,31.0,170.18,L
63,26.0,165.1,L
65,33.0,175.26,L
61,55.0,157.48,L
79,28.0,172.72,L
58,37.0,160.02,L
52,32.0,162.56,S
58,33.0,162.56,S
65,27.0,162.56,L
53,44.0,165.1,S
78,32.0,175.26,XXXL
70,23.0,160.02,XXXL
63,34.0,160.02,L
61,26.0,165.1,L
62,34.0,172.72,L
52,37.0,152.4,S
72,26.0,167.64,XXXL
65,22.0,162.56,XXXL
88,46.0,167.64,XXXL
60,33.0,162.56,L
63,32.0,167.64,XXXL
68,33.0,160.02,XXXL
65,35.0,177.8,L
49,36.0,154.94,S
58,32.0,170.18,L
65,25.0,162.56,XXXL
72,35.0,175.26,XXXL
59,32.0,162.56,S
54,27.0,165.1,S
62,29.0,172.72,L
74,26.0,160.02,XXXL
56,30.0,167.64,S
63,27.0,165.1,L
63,25.0,172.72,L
52,40.0,157.48,S
58,29.0,170.18,S
63,27.0,162.56,L
81,38.0,165.1,XXXL
78,50.0,157.48,XXXL
57,36.0,165.1,L
61,34.0,167.64,S
65,35.0,170.18,L
56,25.0,162.56,S
61,28.0,157.48,L
63,41.0,170.18,L
77,57.0,177.8,XXXL
56,30.0,162.56,S
72,30.0,170.18,XXXL
68,33.0,170.18,XXXL
64,29.0,170.18,L
65,34.0,167.64,L
68,28.0,170.18,L
58,26.0,167.64,XXXL
56,23.0,170.18,S
65,27.0,160.02,L
54,32.0,170.18,XXXL
95,31.0,162.56,S
46,48.0,152.4,S
58,35.0,157.48,L
61,45.0,172.72,L
58,35.0,167.64,L
56,30.0,160.02,S
48,26.0,162.56,S
81,26.0,165.1,XXXL
71,45.0,167.64,XXXL
52,37.0,157.48,S
56,26.0,162.56,L
55,45.0,167.64,S
52,61.0,170.18,S
54,30.0,154.94,S
77,29.0,167.64,XXXL
72,37.0,180.34,XXXL
65,40.0,170.18,XXXL
63,41.0,162.56,XXXL
68,44.0,165.1,XXXL
68,51.0,167.64,XXXL
72,24.0,175.26,L
53,41.0,162.56,S
90,30.0,167.64,XXXL
79,30.0,165.1,XXXL
58,49.0,167.64,L
79,32.0,175.26,XXXL
61,32.0,175.26,S
72,38.0,157.48,XXXL
61,29.0,167.64,S
60,38.0,165.1,S
58,25.0,172.72,S
52,29.0,152.4,S
86,29.0,175.26,XXXL
60,33.0,167.64,L
54,38.0,160.02,S
53,28.0,160.02,L
49,31.0,162.56,S
65,42.0,167.64,L
61,22.0,170.18,XXXL
68,29.0,172.72,L
51,50.0,154.94,XXXL
58,39.0,167.64,S
57,31.0,167.64,S
79,35.0,172.72,XXXL
70,46.0,149.86,XXXL
72,46.0,175.26,XXXL
74,32.0,170.18,L
61,37.0,167.64,L
74,53.0,175.26,XXXL
65,37.0,157.48,XXXL
56,48.0,170.18,S
74,20.0,180.34,L
56,27.0,170.18,S
65,47.0,175.26,XXXL
79,32.0,167.64,XXXL
62,29.0,167.64,L
68,44.0,149.86,XXXL
52,29.0,170.18,S
49,38.0,162.56,S
61,27.0,167.64,L
57,31.0,154.94,S
74,46.0,175.26,XXXL
79,38.0,165.1,XXXL
61,28.0,165.1,L
58,49.0,167.64,L
74,37.0,170.18,L
53,28.0,162.56,S
50,43.0,154.94,S
70,29.0,180.34,XXXL
81,33.0,167.64,XXXL
68,75.0,165.1,XXXL
65,29.0,165.1,XXXL
63,37.0,162.56,XXXL
58,37.0,160.02,L
72,41.0,165.1,XXXL
65,34.0,165.1,XXXL
86,54.0,160.02,XXXL
69,21.0,170.18,XXXL
77,50.0,160.02,XXXL
54,28.0,162.56,S
61,37.0,177.8,S
58,29.0,162.56,XXXL
49,30.0,160.02,S
93,36.0,157.48,XXXL
54,26.0,162.56,S
55,26.0,170.18,S
63,32.0,167.64,L
55,30.0,162.56,S
58,55.0,160.02,L
56,28.0,157.48,S
57,45.0,170.18,L
58,30.0,165.1,S
97,28.0,157.48,XXXL
53,39.0,162.56,S
50,32.0,154.94,S
56,23.0,162.56,L
63,28.0,154.94,XXXL
75,38.0,167.64,XXXL
81,35.0,172.72,XXXL
65,37.0,172.72,L
65,48.0,167.64,XXXL
53,35.0,175.26,S
77,32.0,175.26,XXXL
63,39.0,165.1,XXXL
49,29.0,165.1,S
58,31.0,165.1,S
72,27.0,177.8,XXXL
47,42.0,154.94,S
54,31.0,162.56,S
71,51.0,172.72,XXXL
86,35.0,162.56,XXXL
68,34.0,154.94,XXXL
56,47.0,167.64,L
52,27.0,157.48,S
57,42.0,165.1,S
52,35.0,157.48,S
61,28.0,165.1,L
58,25.0,172.72,S
50,45.0,157.48,S
92,49.0,170.18,XXXL
47,40.0,165.1,S
58,32.0,167.64,S
77,35.0,170.18,XXXL
68,30.0,157.48,L
52,29.0,162.56,S
43,31.0,152.4,S
47,24.0,162.56,S
52,35.0,157.48,S
49,31.0,154.94,S
63,35.0,165.1,L
58,33.0,172.72,S
52,33.0,167.64,L
56,35.0,162.56,S
74,49.0,170.18,XXXL
77,34.0,175.26,XXXL
58,36.0,152.4,L
56,42.0,160.02,L
77,30.0,177.8,XXXL
58,27.0,172.72,S
72,27.0,167.64,XXXL
55,25.0,167.64,S
73,46.0,162.56,XXXL
97,24.0,167.64,XXXL
70,37.0,165.1,XXXL
61,35.0,170.18,L
58,60.0,167.64,L
72,31.0,162.56,XXXL
72,32.0,160.02,XXXL
65,44.0,170.18,XXXL
58,37.0,175.26,L
51,30.0,165.1,S
52,40.0,157.48,L
99,37.0,180.34,XXXL
68,32.0,172.72,XXXL
68,29.0,167.64,L
54,36.0,165.1,S
113,31.0,167.64,XXXL
61,28.0,165.1,S
